MORATORIUM TYPE,STREET ADDRESS BEGIN,STREET ADDRESS END,STREET ADDRESS PREFIX,STREET NAME,STREET NAME SUFFIX,START DATE,EXPIRATION DATE
Street Resurfacing,1118,1127,N,STATE,ST,2018-03-05T00:00:00,2022-08-11T00:00:00
Street Resurfacing,1530,1600,W,BRYN MAWR,AVE,2018-03-07T00:00:00,2020-12-05T00:00:00
Street Resurfacing,700,730,N,CALIFORNIA,AVE,2018-03-08T00:00:00,2022-08-18T00:00:00
Street Resurfacing,3573,3601,N,MILWAUKEE,AVE,2018-03-08T00:00:00,2022-06-11T00:00:00
Street Resurfacing,3600,3700,N,SHEFFIELD,AVE,2018-03-12T00:00:00,2020-08-29T00:00:00
Street Resurfacing,1000,1049,W,WAVELAND,AVE,2018-03-12T00:00:00,2020-08-29T00:00:00
Street Resurfacing,5000,5100,S,ST LOUIS,AVE,2018-03-14T00:00:00,2023-10-30T00:00:00
Street Resurfacing,6700,6739,S,STEWART,AVE,2018-02-21T00:00:00,2018-03-21T00:00:00
Street Resurfacing,7200,7215,N,ASHLAND,AVE,2018-03-21T00:00:00,2019-10-09T00:00:00
Street Resurfacing,442,600,W,WRIGHTWOOD,AVE,2018-03-21T00:00:00,2019-10-30T00:00:00
Street Resurfacing,7340,7400,N,ASHLAND,AVE,2018-03-21T00:00:00,2019-09-06T00:00:00
Street Resurfacing,5500,5543,S,CORNELL,AVE,2018-03-21T00:00:00,2022-08-31T00:00:00
Street Resurfacing,442,693,W,WRIGHTWOOD,AVE,2014-10-30T00:00:00,2018-03-21T00:00:00
Street Resurfacing,2728,2800,W,MEDILL,AVE,2018-03-22T00:00:00,2022-09-15T00:00:00
Street Resurfacing,2348,2418,N,CALIFORNIA,AVE,2018-03-22T00:00:00,2022-07-30T00:00:00
Street Resurfacing,800,860,N,STATE,ST,2018-03-27T00:00:00,2022-11-18T00:00:00
Street Resurfacing,40,100,E,CHICAGO,AVE,2018-03-27T00:00:00,2022-08-25T00:00:00
Street Resurfacing,0,24,E,CHESTNUT,ST,2018-03-27T00:00:00,2022-11-18T00:00:00
Street Resurfacing,1600,1601,W,73RD,ST,2018-04-05T00:00:00,2018-04-05T00:00:00
Street Resurfacing,4330,4430,W,54TH,ST,2018-04-06T00:00:00,2022-10-16T00:00:00
Street Resurfacing,7,700,W,QUINCY,ST,2018-03-02T00:00:00,2018-04-06T00:00:00
Street Resurfacing,700,719,W,QUINCY,ST,2018-04-06T00:00:00,2022-08-31T00:00:00
Street Resurfacing,5943,6000,W,SCHOOL,ST,2018-04-10T00:00:00,2022-08-30T00:00:00
Street Resurfacing,3244,3300,N,AUSTIN,AVE,2018-04-10T00:00:00,2022-08-30T00:00:00
Street Resurfacing,1545,1624,W,SCHOOL,ST,2018-04-11T00:00:00,2022-09-30T00:00:00
Street Resurfacing,532,617,W,85TH,ST,2012-06-14T00:00:00,2018-04-17T00:00:00
Street Resurfacing,600,620,W,85TH,ST,2018-04-17T00:00:00,2018-06-14T00:00:00
Street Resurfacing,812,1012,W,65TH,ST,2018-04-19T00:00:00,2023-04-19T00:00:00
Street Resurfacing,6600,6674,N,OCTAVIA,AVE,2018-04-19T00:00:00,2022-11-17T00:00:00
Street Resurfacing,6500,6600,N,ONARGA,AVE,2017-11-02T00:00:00,2018-04-19T00:00:00
Street Resurfacing,1800,1870,N,CLYBOURN,AVE,2018-04-23T00:00:00,2022-07-30T00:00:00
Street Resurfacing,2,30,E,OAK,ST,2016-11-16T00:00:00,2021-06-27T00:00:00
Street Resurfacing,130,220,S,HALSTED,ST,2018-04-24T00:00:00,2022-08-11T00:00:00
Street Resurfacing,773,822,W,ADAMS,ST,2018-04-24T00:00:00,2022-08-11T00:00:00
Street Resurfacing,100,140,N,CARPENTER,ST,2018-04-26T00:00:00,2023-04-26T00:00:00
Street Resurfacing,1032,1099,W,RANDOLPH,ST,2018-04-26T00:00:00,2023-04-26T00:00:00
Street Resurfacing,1030,1100,W,RANDOLPH,ST,2018-04-26T00:00:00,2023-04-26T00:00:00
Street Resurfacing,1030,1100,W,WASHINGTON,BLVD,2018-04-26T00:00:00,2023-04-26T00:00:00
Street Resurfacing,100,140,N,ABERDEEN,ST,2018-04-26T00:00:00,2023-04-26T00:00:00
Street Resurfacing,249,325,W,LAKE,ST,2018-04-30T00:00:00,2022-10-07T00:00:00
Street Resurfacing,180,200,N,FRANKLIN,ST,2018-04-30T00:00:00,2022-10-07T00:00:00
Street Resurfacing,205,245,W,COUCH,PL,2018-04-30T00:00:00,2027-11-30T00:00:00
Street Resurfacing,4800,4932,W,45TH,ST,2018-05-01T00:00:00,2023-04-20T00:00:00
Street Resurfacing,10000,10259,S,INDIANA,AVE,2018-05-02T00:00:00,2023-05-02T00:00:00
Street Resurfacing,400,500,W,MENOMONEE,ST,2018-05-02T00:00:00,2023-05-02T00:00:00
Street Resurfacing,7901,8059,S,PARNELL,AVE,2018-05-02T00:00:00,2023-05-02T00:00:00
Street Resurfacing,7901,7959,S,NORMAL,AVE,2018-05-02T00:00:00,2023-05-02T00:00:00
Street Resurfacing,2,40,S,LAFLIN,ST,2018-05-02T00:00:00,2023-05-02T00:00:00
Street Resurfacing,5458,5858,S,WASHTENAW,AVE,2018-05-02T00:00:00,2023-05-02T00:00:00
Street Resurfacing,5500,5858,S,CHRISTIANA,AVE,2018-05-02T00:00:00,2023-05-02T00:00:00
Street Resurfacing,4941,5158,W,CARMEN,AVE,2018-05-03T00:00:00,2022-10-16T00:00:00
Street Resurfacing,4828,4858,W,CARMEN,AVE,2018-05-03T00:00:00,2022-10-16T00:00:00
Street Resurfacing,16,40,S,LOOMIS,ST,2018-05-02T00:00:00,2023-05-02T00:00:00
Street Resurfacing,5701,6001,S,BISHOP,ST,2018-05-02T00:00:00,2023-05-02T00:00:00
Street Resurfacing,4828,5158,W,CARMEN,AVE,2017-10-25T00:00:00,2018-05-02T00:00:00
Street Resurfacing,3200,3263,S,HOYNE,AVE,2018-05-02T00:00:00,2023-05-02T00:00:00
Street Resurfacing,413,525,W,80TH,ST,2018-05-02T00:00:00,2023-05-02T00:00:00
Street Resurfacing,2414,2451,W,61ST,ST,2018-05-02T00:00:00,2023-05-02T00:00:00
Street Resurfacing,3200,3261,S,DAMEN,AVE,2018-05-02T00:00:00,2023-05-02T00:00:00
Street Resurfacing,1800,2000,N,HUDSON,AVE,2018-05-02T00:00:00,2023-05-02T00:00:00
Street Resurfacing,5854,6258,S,CAMPBELL,AVE,2018-05-02T00:00:00,2023-05-02T00:00:00
Street Resurfacing,400,525,W,79TH,ST,2018-05-02T00:00:00,2023-05-02T00:00:00
Street Resurfacing,6700,7899,S,SOUTH CHICAGO,AVE,2018-05-07T00:00:00,2023-06-01T00:00:00
Street Resurfacing,4700,5100,S,CALIFORNIA,AVE,2018-05-07T00:00:00,2023-06-01T00:00:00
Street Resurfacing,3622,3700,W,68TH,PL,2018-05-07T00:00:00,2022-05-31T00:00:00
Street Resurfacing,9900,10000,S,WALDEN,PKWY,2018-05-07T00:00:00,2021-10-01T00:00:00
Street Resurfacing,3400,3600,W,111TH,ST,2018-05-07T00:00:00,2021-10-01T00:00:00
Street Resurfacing,1,394,E,BALBO,AVE,2018-05-07T00:00:00,2023-06-01T00:00:00
Street Resurfacing,9500,10300,S,LONGWOOD,DR,2018-05-07T00:00:00,2023-06-01T00:00:00
Street Resurfacing,10340,12200,S,STONY ISLAND,AVE,2018-05-07T00:00:00,2023-06-01T00:00:00
Street Resurfacing,0,100,S,WESTERN,AVE,2018-05-07T00:00:00,2021-10-01T00:00:00
Street Resurfacing,2000,2550,E,71ST,ST,2018-05-07T00:00:00,2020-10-01T00:00:00
Street Resurfacing,6300,7400,S,RACINE,AVE,2018-05-07T00:00:00,2023-06-01T00:00:00
Street Resurfacing,2400,2600,S,SPAULDING,AVE,2018-05-07T00:00:00,2022-12-30T00:00:00
Street Resurfacing,8300,8405,S,ANTHONY,AVE,2018-05-07T00:00:00,2023-06-01T00:00:00
Street Resurfacing,2800,3200,W,PERSHING,RD,2018-05-07T00:00:00,2023-06-01T00:00:00
Street Resurfacing,3100,3400,W,ROOSEVELT,RD,2018-05-07T00:00:00,2021-10-01T00:00:00
Street Resurfacing,6400,7200,N,CALDWELL,AVE,2018-05-07T00:00:00,2023-06-01T00:00:00
Street Resurfacing,500,1200,W,83RD,ST,2018-05-07T00:00:00,2023-06-01T00:00:00
Street Resurfacing,3110,4800,W,PETERSON,AVE,2018-05-07T00:00:00,2023-06-01T00:00:00
Street Resurfacing,0,800,E,47TH,ST,2018-05-07T00:00:00,2023-06-01T00:00:00
Street Resurfacing,4800,5200,W,HARRISON,ST,2018-05-07T00:00:00,2023-06-01T00:00:00
Street Resurfacing,550,600,W,84TH,ST,2018-05-07T00:00:00,2023-06-01T00:00:00
Street Construction,1000,1200,W,ARGYLE,ST,2018-05-07T00:00:00,2026-10-01T00:00:00
Street Resurfacing,3622,3700,W,68TH,ST,2018-05-07T00:00:00,2022-05-31T00:00:00
Street Resurfacing,3622,3700,W,67TH,ST,2018-05-07T00:00:00,2022-05-31T00:00:00
Street Resurfacing,6300,7100,S,ASHLAND,AVE,2018-05-07T00:00:00,2023-06-01T00:00:00
Street Resurfacing,2800,3000,W,DEVON,AVE,2018-05-07T00:00:00,2020-10-01T00:00:00
Street Resurfacing,3622,3700,W,69TH,ST,2018-05-07T00:00:00,2022-05-31T00:00:00
Street Resurfacing,3200,4000,N,LINCOLN,AVE,2018-05-07T00:00:00,2023-06-01T00:00:00
Street Resurfacing,8300,8400,S,BIRKHOFF,AVE,2018-05-07T00:00:00,2023-06-01T00:00:00
Street Resurfacing,3400,4000,W,FOSTER,AVE,2018-05-07T00:00:00,2020-10-01T00:00:00
Street Resurfacing,2200,2600,S,CENTRAL PARK,AVE,2018-05-07T00:00:00,2023-06-01T00:00:00
Street Resurfacing,1200,2400,W,47TH,ST,2018-05-07T00:00:00,2023-06-01T00:00:00
Street Resurfacing,1200,1820,N,CICERO,AVE,2018-05-07T00:00:00,2023-06-01T00:00:00
Street Resurfacing,1400,1730,W,HOWARD,ST,2018-05-07T00:00:00,2020-10-01T00:00:00
Street Resurfacing,4700,5100,S,KEDZIE,AVE,2018-05-07T00:00:00,2023-06-01T00:00:00
Street Resurfacing,1,1200,S,CENTRAL PARK,AVE,2018-05-07T00:00:00,2023-06-01T00:00:00
Street Resurfacing,0,200,N,WESTERN,AVE,2018-05-07T00:00:00,2021-10-01T00:00:00
Street Resurfacing,1732,1820,W,99TH,ST,2018-05-07T00:00:00,2021-10-01T00:00:00
Street Resurfacing,1560,1860,E,83RD,ST,2018-05-07T00:00:00,2023-06-01T00:00:00
Street Resurfacing,1820,4000,N,CICERO,AVE,2018-05-07T00:00:00,2023-06-01T00:00:00
Street Resurfacing,0,200,W,51ST,ST,2018-05-07T00:00:00,2023-06-01T00:00:00
Street Resurfacing,2000,3030,E,83RD,ST,2018-05-07T00:00:00,2023-06-01T00:00:00
Street Resurfacing,5900,7400,S,LOOMIS,ST,2018-05-07T00:00:00,2023-06-01T00:00:00
Street Resurfacing,1,200,N,CENTRAL PARK,AVE,2018-05-07T00:00:00,2023-06-01T00:00:00
Street Resurfacing,1150,1250,W,107TH,ST,2018-05-08T00:00:00,2023-05-08T00:00:00
Street Resurfacing,3127,3159,E,81ST,ST,2018-05-08T00:00:00,2023-05-08T00:00:00
Street Resurfacing,3100,3127,E,81ST,ST,2018-05-08T00:00:00,2023-05-08T00:00:00
Street Resurfacing,3100,3127,E,81ST,ST,2018-05-08T00:00:00,2023-05-08T00:00:00
Street Resurfacing,5902,5954,N,KNOX,AVE,2018-05-08T00:00:00,2023-05-08T00:00:00
Street Resurfacing,5021,5159,W,WINONA,ST,2018-05-08T00:00:00,2023-05-08T00:00:00
Street Resurfacing,5901,6259,S,KEDZIE,AVE,2018-05-08T00:00:00,2023-05-08T00:00:00
Street Resurfacing,3201,3459,W,51ST,ST,2018-05-08T00:00:00,2023-05-08T00:00:00
Street Resurfacing,9201,9259,S,ESSEX,AVE,2018-05-08T00:00:00,2023-05-08T00:00:00
Street Resurfacing,5006,5500,S,SPAULDING,AVE,2018-05-08T00:00:00,2023-05-08T00:00:00
Street Resurfacing,5300,5559,N,KENMORE,AVE,2018-05-08T00:00:00,2023-05-08T00:00:00
Street Resurfacing,8101,8200,S,COLES,AVE,2018-05-08T00:00:00,2023-05-08T00:00:00
Street Resurfacing,10100,10700,S,RACINE,AVE,2018-05-08T00:00:00,2023-05-08T00:00:00
Street Resurfacing,5900,5920,N,KILPATRICK,AVE,2018-05-08T00:00:00,2023-05-08T00:00:00
Street Resurfacing,1600,1800,W,43RD,ST,2018-05-08T00:00:00,2023-05-08T00:00:00
Street Resurfacing,2000,2030,W,43RD,ST,2018-05-08T00:00:00,2023-05-08T00:00:00
Street Resurfacing,9200,9200,S,ESSEX,AVE,2018-05-08T00:00:00,2023-05-08T00:00:00
Street Resurfacing,3101,3257,S,STEWART,AVE,2018-05-08T00:00:00,2023-05-08T00:00:00
Street Resurfacing,9100,9159,S,ESSEX,AVE,2018-05-08T00:00:00,2023-05-08T00:00:00
Street Resurfacing,5007,5059,S,HOMAN,AVE,2018-05-08T00:00:00,2023-05-08T00:00:00
Street Resurfacing,3001,3156,N,CENTRAL PARK,AVE,2018-05-08T00:00:00,2023-05-08T00:00:00
Street Resurfacing,7929,8100,S,SOUTH SHORE,DR,2018-05-08T00:00:00,2023-05-08T00:00:00
Street Resurfacing,2,200,N,FRANKLIN,ST,2016-01-05T00:00:00,2018-05-10T00:00:00
Street Resurfacing,2,100,S,FRANKLIN,ST,2016-01-05T00:00:00,2018-05-10T00:00:00
Street Resurfacing,153,180,N,FRANKLIN,ST,2018-05-10T00:00:00,2023-05-10T00:00:00
Street Resurfacing,5,48,S,CLARK,ST,2018-05-11T00:00:00,2023-05-11T00:00:00
Street Resurfacing,8,100,S,DEARBORN,ST,2018-05-11T00:00:00,2023-05-11T00:00:00
Street Resurfacing,5100,5224,S,INDIANA,AVE,2018-05-14T00:00:00,2023-05-02T00:00:00
Street Resurfacing,4900,5000,N,KEELER,AVE,2018-05-14T00:00:00,2023-05-04T00:00:00
Street Resurfacing,3635,3719,N,SPAULDING,AVE,2018-05-14T00:00:00,2023-05-04T00:00:00
Street Resurfacing,4900,5000,N,LOWELL,AVE,2018-05-14T00:00:00,2023-05-04T00:00:00
Street Resurfacing,4200,4224,W,AINSLIE,ST,2018-05-14T00:00:00,2023-05-04T00:00:00
Street Resurfacing,4800,4900,N,KENNETH,AVE,2018-05-14T00:00:00,2023-05-02T00:00:00
Street Resurfacing,10657,10759,S,BENSLEY,AVE,2018-05-15T00:00:00,2023-05-15T00:00:00
Street Resurfacing,1200,1430,W,50TH,ST,2018-05-15T00:00:00,2023-05-15T00:00:00
Street Resurfacing,10100,10140,S,SEELEY,AVE,2018-05-15T00:00:00,2018-05-16T00:00:00
Street Resurfacing,1546,1600,N,SANDBURG,TER,2018-05-15T00:00:00,2022-11-26T00:00:00
Street Resurfacing,730,800,W,DICKENS,AVE,2018-05-15T00:00:00,2023-05-15T00:00:00
Street Resurfacing,2522,2624,E,109TH,ST,2018-05-15T00:00:00,2023-05-15T00:00:00
Street Resurfacing,2014,2058,N,BURLING,ST,2018-05-15T00:00:00,2023-05-15T00:00:00
Street Resurfacing,10000,10100,S,DAMEN,AVE,2018-05-15T00:00:00,2023-05-09T00:00:00
Street Resurfacing,5001,5059,S,ADA,ST,2018-05-15T00:00:00,2023-05-15T00:00:00
Street Resurfacing,2400,2534,W,116TH,ST,2018-05-15T00:00:00,2023-05-15T00:00:00
Street Construction,9956,10056,S,DAMEN,AVE,2018-05-15T00:00:00,2028-05-09T00:00:00
Street Resurfacing,200,238,S,DESPLAINES,ST,2018-05-15T00:00:00,2022-11-30T00:00:00
Street Resurfacing,10801,10843,S,BENSLEY,AVE,2018-05-15T00:00:00,2023-05-15T00:00:00
Street Resurfacing,11759,11801,S,MAPLEWOOD,AVE,2018-05-15T00:00:00,2023-05-15T00:00:00
Street Resurfacing,4400,4600,W,MONROE,ST,2018-05-15T00:00:00,2023-05-15T00:00:00
Street Construction,10100,10136,S,SEELEY,AVE,2018-05-15T00:00:00,2028-05-09T00:00:00
Street Resurfacing,3201,3359,N,SHEFFIELD,AVE,2018-05-15T00:00:00,2023-05-15T00:00:00
Street Construction,1963,2250,W,101ST,ST,2018-05-15T00:00:00,2028-05-09T00:00:00
Street Resurfacing,5001,5059,S,ELIZABETH,ST,2018-05-15T00:00:00,2023-05-15T00:00:00
Street Resurfacing,2000,2240,W,101ST,ST,2018-05-15T00:00:00,2018-05-16T00:00:00
Street Resurfacing,5001,5059,S,THROOP,ST,2018-05-15T00:00:00,2023-05-15T00:00:00
Street Resurfacing,10100,10200,S,LEAVITT,ST,2018-05-15T00:00:00,2018-05-16T00:00:00
Street Resurfacing,2400,2535,W,118TH,ST,2018-05-15T00:00:00,2023-05-15T00:00:00
Street Resurfacing,11758,11800,S,ARTESIAN,AVE,2018-05-15T00:00:00,2023-05-15T00:00:00
Street Resurfacing,11758,11800,S,CAMPBELL,AVE,2018-05-15T00:00:00,2023-05-15T00:00:00
Street Resurfacing,10400,10411,S,VINCENNES,AVE,2018-05-15T00:00:00,2023-05-15T00:00:00
Street Construction,10050,10206,S,LEAVITT,ST,2018-05-15T00:00:00,2028-05-09T00:00:00
Street Resurfacing,501,759,W,DICKENS,AVE,2018-05-15T00:00:00,2023-05-15T00:00:00
Street Resurfacing,611,700,W,ADAMS,ST,2018-05-15T00:00:00,2022-11-30T00:00:00
Street Resurfacing,1,500,S,PULASKI,RD,2018-05-15T00:00:00,2023-05-15T00:00:00
Street Resurfacing,2500,2524,E,109TH,ST,2018-05-15T00:00:00,2023-05-15T00:00:00
Street Resurfacing,1400,1500,W,105TH,PL,2018-05-15T00:00:00,2023-05-15T00:00:00
Street Resurfacing,1260,1330,N,CLEVELAND,AVE,2018-05-16T00:00:00,2020-08-20T00:00:00
Street Resurfacing,400,500,W,EVERGREEN,AVE,2018-05-16T00:00:00,2020-08-20T00:00:00
Street Resurfacing,4600,4659,N,KIONA,AVE,2015-07-27T00:00:00,2018-05-21T00:00:00
Street Resurfacing,4600,4626,N,KIONA,AVE,2018-05-21T00:00:00,2020-07-27T00:00:00
Street Resurfacing,1100,1200,S,MASON,AVE,2018-05-21T00:00:00,2021-08-15T00:00:00
Street Resurfacing,40,100,W,ADAMS,ST,2018-05-21T00:00:00,2022-12-08T00:00:00
Street Resurfacing,6100,6200,N,NAPLES,AVE,2018-05-22T00:00:00,2023-05-01T00:00:00
Street Resurfacing,30,100,W,14TH,ST,2018-05-22T00:00:00,2023-05-21T00:00:00
Street Resurfacing,2420,2450,N,ELSTON,AVE,2018-04-23T00:00:00,2027-10-19T00:00:00
Street Resurfacing,9200,9300,S,PARNELL,AVE,2018-05-22T00:00:00,2023-05-14T00:00:00
Street Resurfacing,600,960,W,WILLOW,ST,2018-05-22T00:00:00,2023-05-22T00:00:00
Street Resurfacing,10900,11000,S,GREEN BAY,AVE,2018-05-22T00:00:00,2023-05-04T00:00:00
Street Resurfacing,10800,10900,S,INDIANA,AVE,2018-05-22T00:00:00,2023-04-16T00:00:00
Street Resurfacing,5730,5830,W,SUNNYSIDE,AVE,2018-05-22T00:00:00,2023-05-04T00:00:00
Street Resurfacing,4600,4602,S,STATE,ST,2018-05-22T00:00:00,2023-05-22T00:00:00
Street Resurfacing,600,630,W,102ND,ST,2018-05-22T00:00:00,2023-04-24T00:00:00
Street Resurfacing,530,540,N,LA SALLE,ST,2018-05-22T00:00:00,2023-05-22T00:00:00
Street Resurfacing,4701,4821,S,WABASH,AVE,2018-05-22T00:00:00,2023-05-22T00:00:00
Street Resurfacing,6760,6800,N,KEOTA,AVE,2018-05-22T00:00:00,2023-04-27T00:00:00
Street Resurfacing,1600,1800,S,LAWNDALE,AVE,2018-05-22T00:00:00,2023-05-16T00:00:00
Street Resurfacing,1250,1500,N,CLEVELAND,AVE,2018-05-22T00:00:00,2023-05-22T00:00:00
Street Resurfacing,5200,5500,W,OHIO,ST,2018-05-22T00:00:00,2022-10-02T00:00:00
Street Resurfacing,5100,5480,S,RACINE,AVE,2018-05-22T00:00:00,2023-05-22T00:00:00
Street Resurfacing,2559,2601,E,103RD,ST,2018-05-22T00:00:00,2023-05-22T00:00:00
Street Resurfacing,10201,10255,S,HOXIE,AVE,2018-05-22T00:00:00,2023-05-22T00:00:00
Street Resurfacing,1500,1600,S,TRUMBULL,AVE,2018-05-22T00:00:00,2023-05-17T00:00:00
Street Resurfacing,1600,1736,S,RUBLE,ST,2018-05-22T00:00:00,2023-05-22T00:00:00
Street Resurfacing,13300,13499,S,HOUSTON,AVE,2018-05-22T00:00:00,2023-05-10T00:00:00
Street Resurfacing,1600,1760,W,WEBSTER,AVE,2018-05-22T00:00:00,2023-05-15T00:00:00
Street Resurfacing,5400,5600,W,WAVELAND,AVE,2018-05-22T00:00:00,2023-05-08T00:00:00
Street Resurfacing,10325,10357,S,HOXIE,AVE,2018-05-22T00:00:00,2023-05-22T00:00:00
Street Resurfacing,530,600,W,85TH,ST,2018-05-22T00:00:00,2023-05-15T00:00:00
Street Resurfacing,7600,7700,W,ISHAM,AVE,2018-05-22T00:00:00,2023-05-03T00:00:00
Street Resurfacing,7200,7300,N,OSCEOLA,AVE,2018-05-22T00:00:00,2023-04-27T00:00:00
Street Resurfacing,8300,8400,S,ADA,ST,2018-05-22T00:00:00,2023-05-17T00:00:00
Street Resurfacing,6200,6300,N,NAPER,AVE,2018-05-22T00:00:00,2023-05-01T00:00:00
Street Resurfacing,5001,5059,S,MAY,ST,2018-05-22T00:00:00,2023-05-22T00:00:00
Street Resurfacing,1000,1040,W,50TH,ST,2018-05-22T00:00:00,2023-05-22T00:00:00
Street Resurfacing,1500,1600,N,CLEVELAND,AVE,2018-05-22T00:00:00,2023-05-22T00:00:00
Street Resurfacing,1429,1518,E,53RD,ST,2018-05-22T00:00:00,2023-05-22T00:00:00
Street Resurfacing,2600,2700,W,21ST,ST,2018-05-22T00:00:00,2023-05-18T00:00:00
Street Resurfacing,8700,8800,S,EMERALD,AVE,2018-05-22T00:00:00,2023-05-16T00:00:00
Street Resurfacing,3600,3632,E,110TH,ST,2018-05-22T00:00:00,2023-05-07T00:00:00
Street Resurfacing,5200,5300,S,MASON,AVE,2018-05-22T00:00:00,2023-05-11T00:00:00
Street Resurfacing,4300,4315,S,STATE,ST,2018-05-22T00:00:00,2023-05-22T00:00:00
Street Resurfacing,10455,10501,S,TORRENCE,AVE,2018-05-22T00:00:00,2023-05-22T00:00:00
Street Resurfacing,5100,5300,S,MASON,AVE,2018-05-22T00:00:00,2023-05-11T00:00:00
Street Resurfacing,332,400,E,88TH,ST,2018-05-22T00:00:00,2023-04-19T00:00:00
Street Resurfacing,3801,3824,E,103RD,ST,2018-05-22T00:00:00,2023-05-22T00:00:00
Street Resurfacing,4801,4831,W,CORNELIA,AVE,2018-05-22T00:00:00,2023-05-22T00:00:00
Street Resurfacing,9900,10000,S,PARNELL,AVE,2018-05-22T00:00:00,2023-04-23T00:00:00
Street Resurfacing,1500,1600,N,HUDSON,AVE,2018-05-22T00:00:00,2023-05-22T00:00:00
Street Resurfacing,11300,11400,S,AVENUE H,,2018-05-22T00:00:00,2023-05-08T00:00:00
Street Resurfacing,8600,8700,S,JUSTINE,ST,2018-05-22T00:00:00,2023-05-17T00:00:00
Street Resurfacing,1858,2020,W,FULLERTON,AVE,2017-08-14T00:00:00,2027-10-19T00:00:00
Street Resurfacing,8500,8600,S,SANGAMON,ST,2018-05-22T00:00:00,2023-05-16T00:00:00
Street Resurfacing,100,140,W,CHESTNUT,ST,2018-05-22T00:00:00,2023-05-21T00:00:00
Street Resurfacing,600,700,N,LONG,AVE,2018-05-22T00:00:00,2022-10-02T00:00:00
Street Resurfacing,500,640,E,46TH,ST,2018-05-22T00:00:00,2023-05-22T00:00:00
Street Resurfacing,7300,7400,W,SUMMERDALE,AVE,2018-05-22T00:00:00,2023-05-02T00:00:00
Street Resurfacing,3500,3600,E,116TH,ST,2018-05-22T00:00:00,2023-05-09T00:00:00
Street Resurfacing,11000,11200,S,AVENUE C,,2018-05-22T00:00:00,2023-05-02T00:00:00
Street Resurfacing,1,100,E,CEDAR,ST,2018-05-22T00:00:00,2023-05-18T00:00:00
Street Resurfacing,6700,6800,W,DAKIN,ST,2018-05-22T00:00:00,2023-05-04T00:00:00
Street Resurfacing,9500,9700,S,YALE,AVE,2018-05-22T00:00:00,2023-05-11T00:00:00
Street Resurfacing,10239,10259,S,AVENUE G,,2018-05-22T00:00:00,2023-05-22T00:00:00
Street Resurfacing,9900,10000,S,PERRY,AVE,2018-05-22T00:00:00,2023-04-20T00:00:00
Street Resurfacing,2100,2130,W,WELLINGTON,AVE,2018-05-22T00:00:00,2023-05-16T00:00:00
Street Resurfacing,1200,1600,W,94TH,ST,2018-05-22T00:00:00,2023-05-18T00:00:00
Street Resurfacing,2800,2830,N,OAKLEY,AVE,2018-05-22T00:00:00,2023-05-16T00:00:00
Street Resurfacing,5001,5059,S,CARPENTER,ST,2018-05-22T00:00:00,2023-05-22T00:00:00
Street Resurfacing,10358,10402,S,TORRENCE,AVE,2018-05-22T00:00:00,2023-05-22T00:00:00
Street Resurfacing,4801,4831,W,EDDY,ST,2018-05-22T00:00:00,2023-05-22T00:00:00
Street Resurfacing,3501,3529,N,LAVERGNE,AVE,2018-05-22T00:00:00,2023-05-22T00:00:00
Street Resurfacing,3100,3200,W,46TH,ST,2018-05-22T00:00:00,2023-05-07T00:00:00
Street Resurfacing,9100,9200,S,LAFLIN,ST,2018-05-22T00:00:00,2023-05-18T00:00:00
Street Resurfacing,10700,10900,S,LANGLEY,AVE,2018-05-22T00:00:00,2023-04-12T00:00:00
Street Resurfacing,5432,5530,N,NEWLAND,AVE,2018-05-22T00:00:00,2023-05-02T00:00:00
Street Resurfacing,3200,3230,N,OAKLEY,AVE,2018-05-22T00:00:00,2023-05-17T00:00:00
Street Resurfacing,34,50,E,48TH,ST,2018-05-22T00:00:00,2023-05-22T00:00:00
Street Resurfacing,1,300,E,45TH,ST,2018-05-22T00:00:00,2023-05-21T00:00:00
Street Resurfacing,5300,5500,S,CHRISTIANA,AVE,2018-05-22T00:00:00,2023-05-10T00:00:00
Street Resurfacing,600,630,W,99TH,ST,2018-05-22T00:00:00,2023-04-25T00:00:00
Street Resurfacing,330,430,W,88TH,ST,2018-05-22T00:00:00,2023-05-15T00:00:00
Street Resurfacing,3638,3659,E,103RD,ST,2018-05-22T00:00:00,2023-05-22T00:00:00
Street Resurfacing,1700,1700,E,53RD,ST,2018-05-22T00:00:00,2023-05-22T00:00:00
Street Resurfacing,1200,1400,W,52ND,ST,2018-05-22T00:00:00,2023-05-22T00:00:00
Street Resurfacing,4501,4511,S,STATE,ST,2018-05-22T00:00:00,2023-05-22T00:00:00
Street Resurfacing,4501,4511,S,STATE,ST,2018-05-22T00:00:00,2023-05-22T00:00:00
Street Resurfacing,5600,5700,W,WAVELAND,AVE,2018-05-22T00:00:00,2023-05-08T00:00:00
Street Resurfacing,140,200,E,112TH,ST,2018-05-22T00:00:00,2023-04-16T00:00:00
Street Resurfacing,10301,10325,S,HOXIE,AVE,2018-05-22T00:00:00,2023-05-22T00:00:00
Street Resurfacing,4605,4607,S,STATE,ST,2018-05-22T00:00:00,2023-05-22T00:00:00
Street Resurfacing,9900,10000,S,LOWE,AVE,2018-05-22T00:00:00,2023-04-25T00:00:00
Street Resurfacing,11500,11600,S,AVENUE H,,2018-05-22T00:00:00,2023-05-08T00:00:00
Street Resurfacing,10000,10300,S,LOWE,AVE,2018-05-22T00:00:00,2023-04-26T00:00:00
