MORATORIUM TYPE,STREET ADDRESS BEGIN,STREET ADDRESS END,STREET ADDRESS PREFIX,STREET NAME,STREET NAME SUFFIX,START DATE,EXPIRATION DATE
Street Resurfacing,3100,3259,N,OKETO,AVE,2011-08-14T00:00:00,2016-11-02T00:00:00
Street Resurfacing,3001,3161,W,41ST,ST,2012-10-11T00:00:00,2017-07-23T00:00:00
Street Resurfacing,412,544,W,103RD,PL,2014-12-23T00:00:00,2019-12-23T00:00:00
Street Construction,4001,4132,S,DEARBORN,ST,2006-10-01T00:00:00,2016-10-01T00:00:00
Street Resurfacing,7900,8653,S,PULASKI,RD,2013-05-09T00:00:00,2018-05-09T00:00:00
Street Resurfacing,3000,3059,W,38TH,PL,2011-08-18T00:00:00,2016-06-14T00:00:00
Street Resurfacing,3102,3159,N,OAKLEY,AVE,2014-10-03T00:00:00,2019-10-03T00:00:00
Street Resurfacing,2734,2859,E,129TH,ST,2012-07-30T00:00:00,2017-07-30T00:00:00
Street Resurfacing,5800,5900,W,63RD,PL,2012-07-16T00:00:00,2017-07-16T00:00:00
Street Resurfacing,7800,7800,S,EUCLID,AVE,2015-01-29T00:00:00,2019-11-04T00:00:00
Street Resurfacing,4500,4659,S,PRINCETON,AVE,2015-07-13T00:00:00,2020-07-13T00:00:00
Street Resurfacing,2801,2959,W,LUNT,AVE,2012-11-06T00:00:00,2017-10-30T00:00:00
Street Resurfacing,2900,3201,W,BERWYN,AVE,2015-07-06T00:00:00,2020-07-06T00:00:00
Street Resurfacing,2600,2636,W,WINDSOR,AVE,2011-08-01T00:00:00,2016-10-21T00:00:00
Street Resurfacing,6500,6559,N,MINNEHAHA,AVE,2014-07-18T00:00:00,2019-07-18T00:00:00
Street Resurfacing,3100,3259,N,KILBOURN,AVE,2011-07-25T00:00:00,2016-10-02T00:00:00
Street Resurfacing,8301,8659,S,MORGAN,ST,2013-08-22T00:00:00,2018-08-06T00:00:00
Traffic Restriction,1537,1549,E,HYDE PARK,BLVD,2015-01-13T00:00:00,2024-12-31T00:00:00
Street Resurfacing,12828,12949,S,LOWE,AVE,2012-08-06T00:00:00,2017-08-06T00:00:00
Street Resurfacing,2232,2339,W,115TH,ST,2012-08-23T00:00:00,2017-08-23T00:00:00
Street Resurfacing,5032,5163,N,LEAVITT,ST,2012-08-01T00:00:00,2017-08-01T00:00:00
Street Resurfacing,300,421,S,SANGAMON,ST,2013-05-13T00:00:00,2018-05-13T00:00:00
Street Resurfacing,1332,1359,W,ALTGELD,ST,2015-08-05T00:00:00,2020-08-05T00:00:00
Street Resurfacing,1,377,W,ONTARIO,ST,2011-08-19T00:00:00,2021-08-19T00:00:00
Street Resurfacing,100,135,N,KILPATRICK,AVE,2012-09-06T00:00:00,2017-09-06T00:00:00
Street Resurfacing,1908,1949,N,OAKLEY,AVE,2012-07-19T00:00:00,2017-07-19T00:00:00
Street Resurfacing,2400,2759,W,DIVERSEY,AVE,2011-09-21T00:00:00,2016-09-21T00:00:00
Street Resurfacing,7400,7469,N,HOYNE,AVE,2015-08-28T00:00:00,2020-08-28T00:00:00
Street Resurfacing,101,163,N,WOOD,ST,2012-03-08T00:00:00,2016-10-28T00:00:00
Street Resurfacing,4100,4122,W,HIRSCH,ST,2015-04-20T00:00:00,2020-04-20T00:00:00
Street Resurfacing,4001,4159,N,GREENVIEW,AVE,2011-10-07T00:00:00,2016-07-15T00:00:00
Street Resurfacing,301,632,W,120TH,ST,2012-10-11T00:00:00,2017-06-25T00:00:00
Planned Street Resurfacing,2132,2339,E,67TH,ST,2013-02-15T00:00:00,2018-02-15T00:00:00
Street Resurfacing,4300,4513,W,BYRON,ST,2013-10-17T00:00:00,2018-10-17T00:00:00
Street Resurfacing,326,359,W,113TH,ST,2011-08-22T00:00:00,2016-06-16T00:00:00
Street Construction,12700,12759,S,AVENUE O,,2014-08-26T00:00:00,2024-08-25T00:00:00
Street Construction,4734,4755,W,WABANSIA,AVE,2011-09-27T00:00:00,2017-09-27T00:00:00
Street Resurfacing,1600,1757,W,CARMEN,AVE,2011-10-19T00:00:00,2016-10-19T00:00:00
Street Resurfacing,4900,4959,W,MELROSE,ST,2013-10-11T00:00:00,2018-10-11T00:00:00
Street Resurfacing,7900,8059,S,ARTESIAN,AVE,2013-09-18T00:00:00,2018-09-18T00:00:00
Street Resurfacing,1,349,W,MONROE,ST,2011-08-18T00:00:00,2016-08-18T00:00:00
Street Resurfacing,2600,2657,W,BIRCHWOOD,AVE,2015-08-26T00:00:00,2020-08-26T00:00:00
Traffic Restriction,1600,2215,W,DIVERSEY,AVE,2015-05-15T00:00:00,2015-12-31T00:00:00
Street Resurfacing,504,657,N,DRAKE,AVE,2011-07-25T00:00:00,2016-10-21T00:00:00
Street Resurfacing,1200,1459,N,LAMON,AVE,2011-08-17T00:00:00,2017-10-04T00:00:00
Street Resurfacing,4002,4158,N,ROCKWELL,ST,2015-07-08T00:00:00,2020-07-08T00:00:00
Street Resurfacing,2800,3035,N,PINE GROVE,AVE,2014-07-11T00:00:00,2019-07-11T00:00:00
Street Resurfacing,5000,5159,W,WRIGHTWOOD,AVE,2011-07-25T00:00:00,2017-11-03T00:00:00
Street Resurfacing,3325,3359,W,19TH,ST,2012-11-27T00:00:00,2018-11-27T00:00:00
Street Resurfacing,5500,5859,S,CHRISTIANA,AVE,2011-07-11T00:00:00,2017-06-14T00:00:00
Street Resurfacing,2000,2057,W,52ND,PL,2013-07-31T00:00:00,2018-07-31T00:00:00
Street Resurfacing,2000,2057,W,51ST,PL,2013-05-08T00:00:00,2018-05-08T00:00:00
Street Resurfacing,900,959,W,102ND,ST,2014-08-13T00:00:00,2019-08-13T00:00:00
Street Resurfacing,4229,4459,W,ROSCOE,ST,2014-10-27T00:00:00,2019-10-27T00:00:00
Street Resurfacing,300,365,W,60TH,ST,2011-08-10T00:00:00,2017-11-10T00:00:00
Street Resurfacing,4600,4759,W,DEMING,PL,2015-01-12T00:00:00,2019-01-03T00:00:00
Street Resurfacing,200,347,N,WALLER,AVE,2014-08-06T00:00:00,2019-08-06T00:00:00
Street Resurfacing,9000,9357,S,LUELLA,AVE,2011-07-18T00:00:00,2016-08-21T00:00:00
Street Resurfacing,6300,6359,S,LOOMIS,ST,2014-05-20T00:00:00,2019-05-20T00:00:00
Traffic Restriction,100,221,W,HADDOCK,PL,2015-11-09T00:00:00,2016-01-04T00:00:00
Street Resurfacing,1701,1759,W,HENDERSON,ST,2012-10-03T00:00:00,2017-09-10T00:00:00
Street Resurfacing,3100,3137,W,HOMER,ST,2014-06-26T00:00:00,2019-06-26T00:00:00
Street Resurfacing,8900,8959,S,LOOMIS,ST,2014-09-15T00:00:00,2019-09-15T00:00:00
Street Resurfacing,10600,10659,S,INDIANA,AVE,2015-10-15T00:00:00,2020-10-15T00:00:00
Street Resurfacing,2724,3200,W,65TH,ST,2014-12-22T00:00:00,2019-12-22T00:00:00
Traffic Restriction,5491,5559,N,AUSTIN,AVE,2015-01-09T00:00:00,2024-12-31T00:00:00
Street Resurfacing,1000,1153,N,LAKE SHORE,DR,2011-10-31T00:00:00,2016-10-31T00:00:00
Street Resurfacing,6800,6851,W,IMLAY,ST,2012-10-16T00:00:00,2017-10-16T00:00:00
Street Resurfacing,2232,2251,W,LUNT,AVE,2014-09-11T00:00:00,2019-09-11T00:00:00
Street Resurfacing,1,379,E,53RD,ST,2014-11-25T00:00:00,2019-11-25T00:00:00
Street Resurfacing,2900,2959,N,KOLMAR,AVE,2012-05-10T00:00:00,2017-05-10T00:00:00
Street Resurfacing,1800,2261,S,KILDARE,AVE,2012-05-02T00:00:00,2019-05-02T00:00:00
Street Resurfacing,5460,5465,S,OAKLEY,AVE,2012-05-25T00:00:00,2017-05-08T00:00:00
Street Resurfacing,435,834,W,DIVISION,ST,2011-08-18T00:00:00,2016-08-18T00:00:00
Street Resurfacing,2700,2759,W,RASCHER,AVE,2015-07-06T00:00:00,2020-07-06T00:00:00
Traffic Restriction,1512,1533,E,57TH,ST,2015-01-13T00:00:00,2024-12-31T00:00:00
Street Resurfacing,10500,10559,S,CLAREMONT,AVE,2015-06-19T00:00:00,2020-06-19T00:00:00
Street Resurfacing,2158,2400,N,AVERS,AVE,2014-09-05T00:00:00,2019-09-05T00:00:00
Street Resurfacing,4832,4959,N,NEVA,AVE,2012-10-09T00:00:00,2017-10-09T00:00:00
Street Resurfacing,3000,3161,W,112TH,ST,2011-07-31T00:00:00,2017-06-22T00:00:00
Street Resurfacing,1600,1759,W,48TH,ST,2011-08-11T00:00:00,2016-08-06T00:00:00
Street Resurfacing,5100,5159,N,MONTICELLO,AVE,2012-05-18T00:00:00,2017-05-18T00:00:00
Street Resurfacing,5800,6300,S,HARLEM,AVE,2014-07-07T00:00:00,2019-07-07T00:00:00
Street Resurfacing,2900,3059,N,KOLMAR,AVE,2011-07-25T00:00:00,2017-11-01T00:00:00
Street Resurfacing,5200,5365,S,MEADE,AVE,2011-07-11T00:00:00,2017-09-03T00:00:00
Street Resurfacing,1436,1567,E,72ND,PL,2012-10-11T00:00:00,2017-08-13T00:00:00
Street Resurfacing,2632,2637,E,74TH,ST,2012-08-01T00:00:00,2017-08-01T00:00:00
Street Resurfacing,800,857,E,DREXEL SQUARE,DR,2015-10-09T00:00:00,2020-10-09T00:00:00
Street Construction,505,549,W,75TH,ST,2011-09-27T00:00:00,2018-09-27T00:00:00
Street Resurfacing,3000,3059,S,KEELER,AVE,2011-08-22T00:00:00,2016-07-12T00:00:00
Street Resurfacing,1100,1258,W,OAKDALE,AVE,2015-01-12T00:00:00,2019-08-11T00:00:00
Traffic Restriction,1200,2200,N,WESTERN,AVE,2015-12-06T00:00:00,2015-12-06T00:00:00
Street Resurfacing,100,333,E,24TH,ST,2008-08-04T00:00:00,2018-08-04T00:00:00
Street Resurfacing,9700,9759,S,DAMEN,AVE,2015-10-16T00:00:00,2020-10-16T00:00:00
Street Resurfacing,3000,3059,S,ST LOUIS,AVE,2013-12-24T00:00:00,2018-12-24T00:00:00
Street Resurfacing,7500,7557,S,ELLIS,AVE,2015-06-26T00:00:00,2020-06-26T00:00:00
Street Resurfacing,1434,1483,W,BYRON,ST,2014-07-10T00:00:00,2019-07-10T00:00:00
Street Resurfacing,4800,5959,N,KIMBALL,AVE,2014-09-22T00:00:00,2019-09-21T00:00:00
Street Resurfacing,2600,2859,W,CATALPA,AVE,2011-08-18T00:00:00,2016-12-01T00:00:00
Street Resurfacing,2125,2145,S,RIDGEWAY,AVE,2013-07-01T00:00:00,2018-05-10T00:00:00
Traffic Restriction,3741,3777,N,BROADWAY,,2016-10-11T00:00:00,2016-10-12T00:00:00
Street Resurfacing,4500,4659,S,EVANS,AVE,2015-06-19T00:00:00,2020-06-19T00:00:00
Street Resurfacing,7101,7159,S,DOBSON,AVE,2013-06-28T00:00:00,2018-04-30T00:00:00
Street Resurfacing,7500,7569,N,CLAREMONT,AVE,2012-09-19T00:00:00,2017-09-19T00:00:00
Street Resurfacing,7300,7359,S,PRAIRIE,AVE,2012-06-28T00:00:00,2017-06-28T00:00:00
Street Resurfacing,4632,4761,N,CAMPBELL,AVE,2011-07-25T00:00:00,2016-11-20T00:00:00
Street Resurfacing,801,932,W,36TH,ST,2012-10-17T00:00:00,2017-10-12T00:00:00
Street Resurfacing,1,731,S,AUSTIN,AVE,2014-10-25T00:00:00,2019-10-25T00:00:00
Street Resurfacing,201,300,N,PAULINA,ST,2013-09-27T00:00:00,2018-09-27T00:00:00
Street Construction,2526,2627,E,99TH,ST,2005-12-15T00:00:00,2015-12-15T00:00:00
Traffic Restriction,7501,7559,S,STONY ISLAND,AVE,2015-06-12T00:00:00,2030-12-31T00:00:00
Street Resurfacing,11700,11741,S,CALUMET,AVE,2013-08-29T00:00:00,2018-08-29T00:00:00
Street Resurfacing,2400,2425,S,KARLOV,AVE,2014-04-17T00:00:00,2019-04-17T00:00:00
Street Resurfacing,3900,3959,W,58TH,ST,2015-08-11T00:00:00,2020-08-11T00:00:00
Street Resurfacing,2800,2967,E,98TH,ST,2015-01-12T00:00:00,2019-04-25T00:00:00
Traffic Restriction,500,500,W,STRATFORD,PL,2016-10-11T00:00:00,2016-10-12T00:00:00
Street Resurfacing,3600,3659,S,EMERALD,AVE,2012-11-05T00:00:00,2017-11-05T00:00:00
Street Resurfacing,2111,2459,N,MAPLEWOOD,AVE,2011-07-14T00:00:00,2016-07-14T00:00:00
Street Resurfacing,200,245,N,LONG,AVE,2012-09-14T00:00:00,2017-09-14T00:00:00
Street Resurfacing,7100,7259,S,SPAULDING,AVE,2015-08-25T00:00:00,2020-08-25T00:00:00
Street Resurfacing,3501,3532,W,WOLFRAM,ST,2013-07-15T00:00:00,2018-05-30T00:00:00
Traffic Restriction,404,437,N,ARTESIAN,AVE,2015-01-09T00:00:00,2024-12-31T00:00:00
Street Resurfacing,4604,4659,S,LAFLIN,ST,2015-10-16T00:00:00,2020-10-16T00:00:00
Street Resurfacing,2800,3027,N,PAULINA,ST,2013-05-24T00:00:00,2018-05-24T00:00:00
Street Resurfacing,1900,2030,W,102ND,ST,2015-07-28T00:00:00,2020-07-28T00:00:00
Street Resurfacing,3800,3965,N,NORA,AVE,2012-11-08T00:00:00,2017-11-08T00:00:00
Street Resurfacing,5800,5859,N,OTTAWA,AVE,2013-05-31T00:00:00,2018-05-31T00:00:00
Street Resurfacing,8300,8459,S,PAULINA,ST,2011-08-08T00:00:00,2019-05-14T00:00:00
Street Resurfacing,3824,3847,N,ALTA VISTA,TER,2014-09-18T00:00:00,2019-09-18T00:00:00
Street Resurfacing,3601,3657,N,SOUTHPORT,AVE,2014-09-18T00:00:00,2019-09-18T00:00:00
Street Resurfacing,832,1059,W,84TH,ST,2012-05-02T00:00:00,2017-05-02T00:00:00
Street Resurfacing,4300,4429,W,GEORGE,ST,2012-04-30T00:00:00,2017-04-30T00:00:00
Street Resurfacing,1801,1959,N,RICHMOND,ST,2012-10-09T00:00:00,2017-09-23T00:00:00
Street Resurfacing,9300,9425,S,OGLESBY,AVE,2011-07-18T00:00:00,2016-08-19T00:00:00
Traffic Restriction,1,199,N,WACKER,DR,2010-08-25T00:00:00,2025-12-31T00:00:00
Street Resurfacing,5000,5133,W,GLADYS,AVE,2015-07-09T00:00:00,2020-07-09T00:00:00
Street Resurfacing,3700,3759,W,GRACE,ST,2015-08-29T00:00:00,2020-08-29T00:00:00
Street Resurfacing,1038,1069,W,BALMORAL,AVE,2011-08-18T00:00:00,2018-06-02T00:00:00
Street Resurfacing,632,725,W,94TH,ST,2012-09-20T00:00:00,2017-09-20T00:00:00
Street Resurfacing,5200,5969,W,LAKE,ST,2014-09-27T00:00:00,2019-09-27T00:00:00
Street Resurfacing,3000,3058,N,HALSTED,ST,2012-06-15T00:00:00,2018-06-15T00:00:00
Street Resurfacing,2853,2872,N,BROADWAY,,2012-07-25T00:00:00,2017-07-17T00:00:00
Street Resurfacing,150,249,N,COLUMBUS,DR,2012-09-19T00:00:00,2017-09-19T00:00:00
Street Resurfacing,4000,4159,W,45TH,ST,2012-07-05T00:00:00,2017-07-05T00:00:00
Street Resurfacing,2900,2959,N,KILPATRICK,AVE,2013-10-09T00:00:00,2018-10-09T00:00:00
Street Resurfacing,10801,10801,S,AVENUE J,,2012-06-07T00:00:00,2017-06-06T00:00:00
Street Resurfacing,11959,12059,S,WALLACE,ST,2014-07-14T00:00:00,2019-07-14T00:00:00
Street Resurfacing,8700,8751,S,NORMAL,AVE,2015-08-14T00:00:00,2020-07-15T00:00:00
Traffic Restriction,1,135,E,OAK,ST,2015-11-09T00:00:00,2016-01-04T00:00:00
Street Resurfacing,2600,2631,W,103RD,PL,2012-08-20T00:00:00,2017-08-20T00:00:00
Street Resurfacing,2400,2559,N,KEDZIE,AVE,2014-10-08T00:00:00,2019-10-08T00:00:00
Street Resurfacing,3000,3059,S,LAWNDALE,AVE,2011-08-22T00:00:00,2016-08-08T00:00:00
Street Resurfacing,630,1381,W,HUBBARD,ST,2014-09-25T00:00:00,2019-09-24T00:00:00
Street Resurfacing,1600,1959,W,71ST,ST,2014-10-14T00:00:00,2019-10-13T00:00:00
Street Resurfacing,1900,2059,N,HALSTED,ST,2011-08-16T00:00:00,2016-11-17T00:00:00
Street Construction,1801,1813,W,FARRAGUT,AVE,2011-09-27T00:00:00,2018-09-27T00:00:00
Street Resurfacing,2101,2163,W,CATON,ST,2013-06-28T00:00:00,2018-05-08T00:00:00
Street Resurfacing,2400,2561,W,HUTCHINSON,ST,2011-08-01T00:00:00,2016-10-20T00:00:00
Street Resurfacing,3600,3659,N,FREMONT,ST,2015-06-30T00:00:00,2020-06-30T00:00:00
Street Resurfacing,5000,5143,S,WOODLAWN,AVE,2011-08-17T00:00:00,2018-06-23T00:00:00
Street Resurfacing,1400,1546,N,KILDARE,AVE,2012-08-21T00:00:00,2017-08-17T00:00:00
Street Resurfacing,11000,11059,S,TRUMBULL,AVE,2015-09-01T00:00:00,2020-09-01T00:00:00
Street Resurfacing,4500,4551,W,CARROLL,AVE,2011-08-18T00:00:00,2016-07-12T00:00:00
Street Resurfacing,1100,1147,W,BERWYN,AVE,2011-12-01T00:00:00,2016-12-01T00:00:00
Street Resurfacing,1033,1059,W,85TH,ST,2013-07-01T00:00:00,2018-05-20T00:00:00
Street Resurfacing,4400,4459,N,LOWELL,AVE,2014-09-05T00:00:00,2019-09-05T00:00:00
Street Resurfacing,6100,6359,W,WRIGHTWOOD,AVE,2015-10-24T00:00:00,2020-10-24T00:00:00
Traffic Restriction,1,741,W,ERIE,ST,2015-11-09T00:00:00,2016-01-04T00:00:00
Street Resurfacing,3301,3401,E,95TH,ST,2012-12-17T00:00:00,2019-12-31T00:00:00
Street Resurfacing,1300,1400,W,91ST,ST,2015-06-09T00:00:00,2020-06-09T00:00:00
Street Resurfacing,2600,2758,N,NEWCASTLE,AVE,2015-07-28T00:00:00,2020-07-28T00:00:00
Street Construction,4500,4530,W,CORTEZ,ST,2013-05-05T00:00:00,2023-05-15T00:00:00
Street Resurfacing,2115,2130,N,AVONDALE,AVE,2011-08-18T00:00:00,2017-08-16T00:00:00
Street Resurfacing,3900,3959,W,AINSLIE,ST,2013-07-17T00:00:00,2018-07-17T00:00:00
Street Resurfacing,1000,1069,W,BERWYN,AVE,2011-12-01T00:00:00,2016-12-01T00:00:00
Street Resurfacing,3801,3959,W,FLOURNOY,ST,2012-08-09T00:00:00,2017-07-31T00:00:00
Street Resurfacing,1600,1657,E,91ST,PL,2015-07-14T00:00:00,2020-07-14T00:00:00
Street Resurfacing,4308,4369,W,WILSON,AVE,2011-08-01T00:00:00,2017-08-06T00:00:00
Traffic Restriction,1,39,S,LAFLIN,ST,2007-03-29T00:00:00,2018-12-31T00:00:00
Street Resurfacing,4500,4524,W,66TH,ST,2011-10-05T00:00:00,2016-10-05T00:00:00
Street Resurfacing,2000,2359,N,CENTRAL PARK,AVE,2015-09-23T00:00:00,2020-09-23T00:00:00
Street Resurfacing,8300,8359,S,LA SALLE,ST,2012-09-27T00:00:00,2017-09-27T00:00:00
Street Resurfacing,1950,2034,W,118TH,ST,2015-06-12T00:00:00,2020-06-12T00:00:00
Street Resurfacing,6200,6259,N,ARTESIAN,AVE,2012-09-18T00:00:00,2017-09-18T00:00:00
Street Resurfacing,1400,1627,S,DAMEN,AVE,2015-10-28T00:00:00,2020-10-28T00:00:00
Street Resurfacing,7512,8259,S,HERMITAGE,AVE,2015-01-29T00:00:00,2019-11-04T00:00:00
Street Resurfacing,5500,5859,S,WOODLAWN,AVE,2011-08-15T00:00:00,2017-11-30T00:00:00
Street Resurfacing,309,359,W,MARQUETTE,RD,2012-05-02T00:00:00,2017-05-02T00:00:00
Street Resurfacing,3400,3461,N,OVERHILL,AVE,2013-08-28T00:00:00,2018-08-28T00:00:00
Street Resurfacing,9000,9069,S,PLEASANT,AVE,2011-08-18T00:00:00,2017-04-16T00:00:00
Street Resurfacing,4232,4459,W,48TH,ST,2011-07-20T00:00:00,2017-08-30T00:00:00
Street Resurfacing,3600,3657,W,70TH,ST,2013-05-10T00:00:00,2018-05-10T00:00:00
Street Resurfacing,1200,1259,N,KEELER,AVE,2011-09-21T00:00:00,2016-09-21T00:00:00
Street Resurfacing,7800,7859,S,HOYNE,AVE,2011-08-03T00:00:00,2015-12-08T00:00:00
Street Resurfacing,6000,6159,N,OAKLEY,AVE,2011-08-18T00:00:00,2016-11-24T00:00:00
Street Resurfacing,6200,6259,N,WINTHROP,AVE,2011-08-18T00:00:00,2016-05-31T00:00:00
Street Resurfacing,1600,1659,W,SCHOOL,ST,2014-06-18T00:00:00,2019-06-18T00:00:00
Street Resurfacing,5728,5769,N,KINGSDALE,AVE,2012-10-31T00:00:00,2017-10-31T00:00:00
Street Resurfacing,5200,5359,S,KOLIN,AVE,2011-07-20T00:00:00,2017-09-21T00:00:00
Street Resurfacing,2400,2459,N,KILDARE,AVE,2012-05-09T00:00:00,2017-05-09T00:00:00
Street Resurfacing,2534,2749,N,STOCKTON,DR,2014-06-07T00:00:00,2019-06-07T00:00:00
Street Resurfacing,10601,10659,S,AVENUE N,,2012-09-25T00:00:00,2017-09-11T00:00:00
Street Resurfacing,4032,4057,W,84TH,ST,2015-10-30T00:00:00,2020-10-30T00:00:00
Street Resurfacing,2200,2459,N,LOREL,AVE,2012-12-17T00:00:00,2019-12-31T00:00:00
Street Resurfacing,5600,5759,N,ROCKWELL,ST,2015-07-09T00:00:00,2020-07-09T00:00:00
Street Resurfacing,4100,4159,W,MAYPOLE,AVE,2012-06-04T00:00:00,2017-06-04T00:00:00
Street Resurfacing,2601,3100,S,WELLS,ST,2015-06-26T00:00:00,2020-06-26T00:00:00
Street Resurfacing,2700,2859,N,MOBILE,AVE,2011-08-15T00:00:00,2016-09-29T00:00:00
Street Construction,4101,4165,S,DREXEL,AVE,2006-10-01T00:00:00,2016-10-01T00:00:00
Street Resurfacing,3701,3759,S,WINCHESTER,AVE,2013-09-05T00:00:00,2018-07-23T00:00:00
Street Resurfacing,5400,5459,N,KENMORE,AVE,2011-12-01T00:00:00,2016-12-01T00:00:00
Street Resurfacing,100,133,E,88TH,ST,2015-06-23T00:00:00,2020-06-23T00:00:00
Street Resurfacing,2532,2559,S,STEWART,AVE,2012-03-09T00:00:00,2017-03-09T00:00:00
Traffic Restriction,5442,5447,W,DEVON,AVE,2015-01-09T00:00:00,2024-12-31T00:00:00
Street Resurfacing,10400,10559,S,CAMPBELL,AVE,2011-08-01T00:00:00,2016-10-29T00:00:00
Street Resurfacing,8500,8659,S,ELIZABETH,ST,2014-07-14T00:00:00,2019-07-14T00:00:00
Street Resurfacing,3749,4000,N,HAMLIN,AVE,2014-10-03T00:00:00,2019-10-03T00:00:00
Street Resurfacing,4001,4159,W,CRYSTAL,ST,2011-09-06T00:00:00,2016-08-10T00:00:00
Street Resurfacing,5900,6058,S,CENTRAL PARK,AVE,2015-11-24T00:00:00,2019-11-24T00:00:00
Street Resurfacing,3032,3128,N,AVONDALE,AVE,2013-04-25T00:00:00,2018-04-25T00:00:00
Street Resurfacing,7300,7359,S,HOYNE,AVE,2011-08-10T00:00:00,2016-10-01T00:00:00
Street Resurfacing,516,559,W,GRAND,AVE,2011-08-18T00:00:00,2017-09-28T00:00:00
Traffic Restriction,5300,5371,N,FOREST GLEN,AVE,2015-01-09T00:00:00,2024-12-31T00:00:00
Street Resurfacing,8300,8459,S,EAST END,AVE,2015-10-02T00:00:00,2020-10-02T00:00:00
Street Resurfacing,400,634,E,33RD,PL,2011-12-02T00:00:00,2016-11-22T00:00:00
Street Resurfacing,7300,7459,S,CRANDON,AVE,2011-07-19T00:00:00,2016-07-28T00:00:00
Street Resurfacing,4650,4711,N,KASSON,AVE,2013-07-11T00:00:00,2018-07-11T00:00:00
Street Resurfacing,3848,3971,W,49TH,ST,2011-08-18T00:00:00,2016-08-10T00:00:00
Street Resurfacing,3700,4059,N,RICHMOND,ST,2012-06-15T00:00:00,2018-06-15T00:00:00
Street Resurfacing,8000,8059,S,BLACKSTONE,AVE,2012-06-07T00:00:00,2017-05-23T00:00:00
Street Resurfacing,4100,4159,W,33RD,ST,2012-10-17T00:00:00,2017-10-17T00:00:00
Street Resurfacing,11100,11165,S,CAMPBELL,AVE,2012-08-15T00:00:00,2017-08-15T00:00:00
Street Resurfacing,6004,6057,N,KEYSTONE,AVE,2015-08-14T00:00:00,2020-08-13T00:00:00
Street Resurfacing,10232,10257,S,FRANCISCO,AVE,2013-07-05T00:00:00,2018-07-05T00:00:00
Street Resurfacing,234,320,W,53RD,ST,2013-09-05T00:00:00,2018-09-05T00:00:00
Street Resurfacing,1210,1577,N,HALSTED,ST,2012-10-22T00:00:00,2017-10-22T00:00:00
Street Resurfacing,4900,5059,S,WABASH,AVE,2011-11-08T00:00:00,2016-11-08T00:00:00
Street Resurfacing,1600,1745,S,MILLER,ST,2014-11-28T00:00:00,2019-11-28T00:00:00
Street Resurfacing,6500,6949,W,HURLBUT,ST,2011-10-12T00:00:00,2016-10-12T00:00:00
Traffic Restriction,1,1159,S,LAKE SHORE,DR,2015-11-09T00:00:00,2016-01-04T00:00:00
Traffic Restriction,1,1159,S,LAKE SHORE,DR,2015-11-09T00:00:00,2016-01-04T00:00:00
Street Resurfacing,6700,6726,N,FRANCISCO,AVE,2014-06-10T00:00:00,2019-06-10T00:00:00
Street Resurfacing,1832,2022,N,DAMEN,AVE,2011-05-27T00:00:00,2016-05-23T00:00:00
Street Resurfacing,636,937,W,BUENA,AVE,2015-10-02T00:00:00,2020-10-02T00:00:00
Street Resurfacing,1100,1177,W,FARWELL,AVE,2013-10-15T00:00:00,2018-10-15T00:00:00
Street Resurfacing,11200,11259,S,NORMAL,AVE,2015-01-29T00:00:00,2019-11-04T00:00:00
Street Resurfacing,7652,7857,S,RIDGEWAY,AVE,2015-04-29T00:00:00,2020-04-29T00:00:00
Street Resurfacing,6518,6533,W,HIGHLAND,AVE,2011-07-22T00:00:00,2016-11-13T00:00:00
Street Resurfacing,2300,2359,N,KEDZIE,AVE,2013-07-10T00:00:00,2018-07-10T00:00:00
Street Resurfacing,5201,5257,W,WAVELAND,AVE,2014-11-28T00:00:00,2019-11-28T00:00:00
Street Resurfacing,4000,4100,W,70TH,ST,2012-08-02T00:00:00,2017-08-02T00:00:00
Street Resurfacing,8000,8159,S,KEDZIE,AVE,2011-08-08T00:00:00,2017-12-09T00:00:00
Street Resurfacing,1,33,E,13TH,ST,2014-11-06T00:00:00,2019-11-06T00:00:00
Traffic Restriction,1,89,E,BALBO,AVE,2015-11-09T00:00:00,2016-01-04T00:00:00
Street Resurfacing,5810,6129,S,PRINCETON,AVE,2011-08-10T00:00:00,2017-11-12T00:00:00
Street Resurfacing,6900,6975,N,CHICORA,AVE,2014-07-21T00:00:00,2019-07-21T00:00:00
Traffic Restriction,1,751,S,JEFFERSON,ST,2015-11-09T00:00:00,2016-01-04T00:00:00
Street Resurfacing,2000,2125,W,70TH,PL,2011-08-10T00:00:00,2017-03-31T00:00:00
Street Resurfacing,11600,11659,S,LOOMIS,ST,2013-09-24T00:00:00,2018-09-24T00:00:00
Street Resurfacing,9019,9019,S,JEFFERY,AVE,2012-03-08T00:00:00,2017-03-08T00:00:00
Street Construction,4300,4453,S,FEDERAL,ST,2011-09-23T00:00:00,2020-12-01T00:00:00
Street Resurfacing,2801,2859,N,LAWNDALE,AVE,2012-10-10T00:00:00,2017-09-24T00:00:00
Street Resurfacing,3600,3659,W,GRACE,ST,2014-09-26T00:00:00,2019-09-26T00:00:00
Street Resurfacing,1600,1777,W,CULLOM,AVE,2011-08-01T00:00:00,2016-09-18T00:00:00
Street Resurfacing,5501,5525,W,OHIO,ST,2015-10-07T00:00:00,2020-10-07T00:00:00
